Date,Cons,Irradiacao,PV_Out,Surplus
2018-07-01 06:00:00,16.666666666666668,0.452,278.05796999999995,261.39130333333327
2018-07-01 07:00:00,16.458333333333332,0.534,328.502115,312.0437816666667
2018-07-01 08:00:00,16.302083333333332,0.602,370.33384499999994,354.0317616666666
2018-07-01 09:00:00,16.5625,0.662,407.24419499999993,390.68169499999993
2018-07-01 10:00:00,17.03125,0.709,436.1573024999999,419.1260524999999
2018-07-01 11:00:00,17.395833333333332,0.741,455.84282249999995,438.44698916666664
2018-07-01 12:00:00,17.708333333333332,0.748,460.14903,442.44069666666667
2018-07-01 13:00:00,17.604166666666668,0.744,457.6883399999999,440.08417333333324
2018-07-01 14:00:00,17.864583333333332,0.725,446.0000625,428.1354791666667
2018-07-01 15:00:00,18.229166666666668,0.662,407.24419499999993,389.01502833333325
2018-07-01 16:00:00,18.28125,0.574,353.10901499999994,334.82776499999994
2018-07-01 17:00:00,18.697916666666668,0.427,262.6786575,243.98074083333333
2018-07-01 18:00:00,18.541666666666668,0.075,46.13793749999999,27.596270833333325
2018-07-01 19:00:00,18.385416666666668,0.0,0.0,-18.385416666666668
2018-07-01 20:00:00,17.864583333333332,0.0,0.0,-17.864583333333332
2018-07-01 21:00:00,17.447916666666668,0.0,0.0,-17.447916666666668
2018-07-01 22:00:00,17.552083333333332,0.0,0.0,-17.552083333333332
2018-07-01 23:00:00,17.604166666666668,0.0,0.0,-17.604166666666668
2018-07-02 00:00:00,17.239583333333332,0.0,0.0,-17.239583333333332
2018-07-02 01:00:00,16.979166666666668,0.0,0.0,-16.979166666666668
2018-07-02 02:00:00,16.770833333333332,0.0,0.0,-16.770833333333332
2018-07-02 03:00:00,16.614583333333332,0.0,0.0,-16.614583333333332
2018-07-02 04:00:00,16.40625,0.0,0.0,-16.40625
2018-07-02 05:00:00,16.40625,0.286,175.93933499999997,159.53308499999997
2018-07-02 06:00:00,17.447916666666668,0.452,278.05796999999995,260.61005333333327
2018-07-02 07:00:00,27.03125,0.534,328.502115,301.470865
2018-07-02 08:00:00,34.895833333333336,0.602,370.33384499999994,335.4380116666666
2018-07-02 09:00:00,39.114583333333336,0.662,407.24419499999993,368.1296116666666
2018-07-02 10:00:00,44.270833333333336,0.709,436.1573024999999,391.8864691666666
2018-07-02 11:00:00,46.5625,0.741,455.84282249999995,409.28032249999995
2018-07-02 12:00:00,45.677083333333336,0.748,460.14903,414.47194666666667
2018-07-02 13:00:00,45.885416666666664,0.744,457.6883399999999,411.80292333333324
2018-07-02 14:00:00,47.604166666666664,0.725,446.0000625,398.3958958333333
2018-07-02 15:00:00,48.90625,0.662,407.24419499999993,358.33794499999993
2018-07-02 16:00:00,47.864583333333336,0.574,353.10901499999994,305.2444316666666
2018-07-02 17:00:00,45.208333333333336,0.427,262.6786575,217.47032416666664
2018-07-02 18:00:00,39.322916666666664,0.075,46.13793749999999,6.815020833333328
2018-07-02 19:00:00,32.1875,0.0,0.0,-32.1875
2018-07-02 20:00:00,26.041666666666668,0.0,0.0,-26.041666666666668
2018-07-02 21:00:00,22.552083333333332,0.0,0.0,-22.552083333333332
2018-07-02 22:00:00,20.052083333333332,0.0,0.0,-20.052083333333332
2018-07-02 23:00:00,18.59375,0.0,0.0,-18.59375
2018-07-03 00:00:00,18.072916666666668,0.0,0.0,-18.072916666666668
2018-07-03 01:00:00,17.34375,0.0,0.0,-17.34375
2018-07-03 02:00:00,17.239583333333332,0.0,0.0,-17.239583333333332
2018-07-03 03:00:00,16.822916666666668,0.0,0.0,-16.822916666666668
2018-07-03 04:00:00,16.927083333333332,0.0,0.0,-16.927083333333332
2018-07-03 05:00:00,17.083333333333332,0.286,175.93933499999997,158.85600166666663
2018-07-03 06:00:00,17.447916666666668,0.452,278.05796999999995,260.61005333333327
2018-07-03 07:00:00,25.729166666666668,0.534,328.502115,302.7729483333333
2018-07-03 08:00:00,33.229166666666664,0.602,370.33384499999994,337.10467833333325
